DEPTH;WOB ;RPM;ROP Average;Mud Flow Rate In;Mudweight In
mKU;LBS;(rpm);ft/h;gpm;lb/ft^3
1425;19000;55;5,4;694;62,4
1426;18000;56;5,2;688;62,4
1427;21000;55;4,5;687;62,4
1428;20000;56;4,1;676;62,4
1429;18000;52;4,3;680;62,4
1430;21000;53;4,1;713;62,4
1431;21000;53;3,9;708;62,4
1432;17000;52;4,1;707;62,4
1433;18000;53;4,5;728;62,4
1434;10000;52;5,4;726;62,4
1435;12000;53;5,5;726;62,4
1436;6000;53;5,7;723;62,4
1437;11000;53;5,2;706;62,4
1438;13000;55;5,2;703;62,4
1439;13000;56;6,3;704;62,4
1440;14000;55;5,9;704;62,4
1441;9000;55;7,0;703;62,4
1442;9000;55;7,3;728;62,4
1443;15000;55;5,7;696;62,4
1444;15000;55;5,5;686;62,4
1445;13000;55;4,8;690;62,4
1446;17000;55;4,4;683;62,4
1447;12000;55;3,7;687;62,4
1448;14000;55;4,4;682;62,4
1449;9000;51;3,5;701;62,4
1450;7000;51;5,2;709;62,4
1451;5000;51;4,6;732;62,4
1452;7000;51;4,7;746;62,4
1453;10000;51;4,2;732;62,4
1454;8000;51;4,5;728;62,4
1455;8000;51;4,6;725;62,4
1456;12000;51;4,1;720;62,4
1457;10000;51;4,0;716;62,4
1458;8000;51;4,5;712;62,4
1459;7000;51;4,4;711;62,4
1460;9000;51;4,8;711;62,4
1461;7000;51;4,5;711;62,4
1462;32000;0;3,7;696;62,4
1463;29000;0;2,8;669;62,4
1464;29000;0;2,3;651;62,4
1465;21000;0;2,4;698;62,4
1466;36000;0;3,1;686;62,4
1467;33000;0;3,5;683;62,4
1468;36000;0;3,9;679;62,4
1469;35000;0;3,2;684;62,4
1470;36000;0;3,8;691;62,4
1471;18000;55;4,1;697;62,4
1472;14000;55;4,5;717;62,4
1473;12000;55;6,5;722;62,4
1474;13000;55;5,7;737;62,4
1475;10000;55;4,4;741;62,4
1476;15000;55;5,2;754;62,4
1477;12000;55;6,8;734;62,4
1478;7000;55;8,0;750;62,4
1479;11000;55;8,0;729;62,4
1480;11000;55;8,3;737;62,4
1481;12000;52;4,9;689;62,4
1482;7000;52;6,3;679;62,4
1483;9000;52;4,3;670;62,4
1484;14000;52;3,7;652;62,4
1485;2000;56;2,7;766;62,4
1486;7000;56;4,3;746;62,4
1487;6000;56;5,2;730;62,4
1488;10000;56;5,5;727;62,4
1489;9000;56;5,4;726;62,4
1490;6000;56;5,5;750;62,4
1491;5000;56;5,4;749;62,4
1492;14000;56;5,4;739;62,4
1493;11000;56;4,9;724;62,4
1494;11000;56;6,1;733;62,4
1495;10000;56;5,9;738;62,4
1496;3000;56;6,3;805;62,4
1497;3000;56;5,5;733;62,4
1498;5000;56;5,2;738;62,4
1499;7000;55;4,1;757;62,4
1500;5000;55;3,9;747;62,4
1501;10000;51;3,2;751;62,4
1502;13000;51;4,8;754;62,4
1503;18000;51;3,9;747;62,4
1504;19000;51;3,7;760;62,4
1505;16000;51;3,7;754;62,4
1506;18000;51;4,2;751;62,4
1507;19000;51;4,6;745;62,4
1508;13000;51;4,7;751;62,4
1509;18000;51;4,6;751;62,4
1510;18000;51;4,7;747;62,4
1511;20000;51;3,7;747;62,4
1512;19000;51;3,7;747;62,4
1513;22000;51;3,7;747;62,4
1514;23000;51;2,9;753;62,4
1515;22000;51;2,7;747;62,4
1516;22000;51;3,6;755;62,4
1517;22000;51;3,4;898;62,4
1518;22000;51;2,8;755;62,4
1519;22000;51;2,8;745;62,4
1520;19000;0;2,3;751;62,4
1521;22000;0;1,6;745;62,4
1522;24000;0;1,4;761;62,4
1523;28000;0;1,4;763;62,4
1524;18000;0;1,6;782;62,4
1525;12000;0;2,2;758;62,4
1526;15000;0;3,0;754;62,4
1527;18000;0;3,5;748;62,4
1528;20000;0;4,0;763;62,4
1529;19000;50;4,3;759;62,4
1530;14000;50;6,3;754;62,4
1531;10000;50;4,5;765;62,4
1532;9000;50;4,1;635;62,4
1533;14000;50;4,3;764;62,4
1534;13000;50;4,4;760;62,4
1535;14000;50;4,2;758;62,4
1536;11000;50;4,4;836;62,4
1537;13000;50;4,7;801;62,4
1538;18000;50;4,4;759;62,4
1539;19000;51;2,7;737;62,4
1540;19000;51;4,6;724;62,4
1541;20000;51;4,0;716;62,4
1542;23000;51;3,6;754;62,4
1543;20000;51;3,5;742;62,4
1544;22000;51;3,9;741;62,4
1545;23000;51;4,4;740;62,4
1546;25000;51;4,7;741;62,4
1547;27000;51;4,6;740;62,4
1548;26000;51;4,6;744;62,4
1549;25000;51;4,5;753;62,4
1550;27000;51;4,1;744;62,4
1551;26000;51;2,7;762;62,4
1552;26000;51;2,9;747;62,4
1553;14000;51;3,5;750;62,4
1554;17000;51;3,3;750;62,4
1555;18000;51;4,6;747;62,4
1556;18000;51;4,6;758;62,4
1557;12000;51;4,3;816;62,4
1558;19000;52;2,26;733;62,4
1559;22000;52;4,94;750;62,4
1560;25000;52;4,69;769;62,4
1561;23000;52;4,06;767;62,4
1562;25000;52;3,00;766;62,4
1563;25000;52;4,69;745;62,4
1564;23000;52;4,25;741;62,4
1565;24000;52;4,69;745;62,4
1566;24000;52;3,52;744;62,4
1567;24000;52;4,25;745;62,4
1568;25000;52;3,39;744;62,4
1569;26000;52;3,66;738;62,4
1570;23000;52;3,52;735;62,4
1571;25000;52;3,66;735;62,4
1572;23000;52;3,45;737;62,4
1573;22000;52;3,45;738;62,4
1574;27000;52;3,89;736;62,4
1575;24000;52;3,05;736;62,4
1576;25000;52;3,73;738;62,4
1577;13000;62;2,44;740;62,4
1578;14000;61;3,66;689;62,4
1579;12000;61;4,46;689;62,4
1580;15000;61;4,57;699;62,4
1581;18000;61;4,69;691;62,4
1582;21000;61;4,81;692;62,4
1583;15000;61;5,72;691;62,4
1584;16000;61;4,94;698;62,4
1585;23000;61;4,69;684;62,4
1586;22000;61;3,89;678;62,4
1587;23000;61;4,16;685;62,4
1588;13000;61;4,35;709;62,4
1589;12000;61;4,46;739;62,4
1590;11000;61;4,46;745;62,4
1591;11000;61;4,35;740;62,4
1592;12000;61;5,38;731;62,4
1593;16000;61;4,94;730;62,4
1594;11000;61;4,25;731;62,4
1595;15000;61;3,89;740;62,4
1596;14000;61;1,99;728;62,4
1597;17000;61;4,16;703;62,4
1598;19000;61;4,35;688;62,4
1599;18000;61;4,25;745;62,4
1600;20000;61;3,15;754;62,4
1601;20000;61;3,52;745;62,4
1602;25000;61;4,25;738;62,4
1603;27000;61;3,66;737;62,4
1604;24000;61;3,89;736;62,4
1605;26000;61;4,16;745;62,4
1606;16000;61;4,57;753;62,4
1607;15000;61;4,94;753;62,4
1608;22000;61;4,69;758;62,4
1609;23000;61;4,5;753;62,4
1610;18000;61;4,6;752;62,4
1611;17000;61;3,9;752;62,4
1612;15000;61;4,0;753;62,4
1613;15000;61;3,7;752;62,4
1614;15000;61;3,5;752;62,4
1615;19000;60;3,3;744;62,4
1616;18000;60;4,8;745;62,4
1617;19000;60;4,9;734;62,4
1618;20000;60;4,2;730;62,4
1619;22000;60;3,8;722;62,4
1620;19000;60;4,1;713;62,4
1621;17000;60;4,2;712;62,4
1622;18000;60;4,4;711;62,4
1623;20000;60;4,1;705;62,4
1624;21000;60;4,1;696;62,4
1625;22000;60;3,4;699;62,4
1626;23000;60;4,1;706;62,4
1627;20000;61;4,0;707;62,4
1628;20000;62;4,6;720;62,4
1629;16000;63;4,8;725;62,4
1630;17000;64;4,4;733;62,4
1631;12000;62;4,3;720;62,4
1632;15000;63;3,8;725;62,4
1633;10000;66;4,3;760;62,4
1634;16000;67;4,7;751;62,4
1635;21000;60;5,5;732;62,4
1636;17000;60;6,8;738;62,4
1637;18000;60;7,3;735;62,4
1638;24000;60;8,3;737;62,4
1639;24000;60;10,8;724;62,4
1640;22000;60;10,8;720;62,4
1641;25000;60;10,8;715;62,4
1642;27000;60;10,2;739;62,4
1643;26000;60;8,7;741;62,4
1644;29000;60;8,7;741;62,4
